MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
2019-10-01,PCPFFS,,Payer UN,9876
2019-10-01,PCPFFS,,Payer UN,4200
2019-10-01,PCPFFS,,Payer H,22570
2019-10-01,PCPFFS,nurse,Payer UN,3452
2019-10-01,PCPFFS,,Payer UN,1688
2019-10-01,PCPFFS,,Payer UN,3200
2019-10-01,PCPFFS,,Payer UL,207
2019-10-01,PCPFFS,cardiology,Payer UN,2396
2019-10-01,PCPFFS,cardiology,Payer UN,3218
2019-10-01,PCPFFS,cardiology,Payer UN,49052
2019-10-01,PCPFFS,nurse,Payer UN,3980
2019-10-01,PCPFFS,diagnostic,Payer UN,478
2019-10-01,SNFServices,diagnostic radiology,Payer F,64082
2019-10-01,SNFServices,psychology,Payer O,5045
2019-10-01,SNFServices,emergency,Payer UN,507
2019-10-01,SNFServices,endocrinology,Payer CA,4109
2019-10-01,SNFServices,family,Payer CA,6659
2019-10-01,SNFServices,family,Payer CA,0
2019-10-01,SNFServices,family,Payer CA,907
2019-10-01,SNFServices,family,Payer F,2005
2019-10-01,SNFServices,family,Payer W,1005
2019-10-01,SNFServices,family,Payer S,1297
2019-10-01,SNFServices,family,Payer H,0
2019-10-01,SNFServices,gastroenterology,Payer CA,241
2019-10-01,SNFServices,,Payer UN,0
2019-10-01,SNFServices,,Payer F,2090
2019-10-01,SNFServices,,Payer F,1166
2019-10-01,SNFServices,,Payer S,513
2019-10-01,SNFServices,,Payer CA,10158
2019-10-01,SNFServices,surgery,Payer CO,1144
2019-10-01,SNFServices,surgery,Payer F,198699
2019-10-01,SNFServices,surgery,Payer O,21097
2019-10-01,SNFServices,nurse,Payer UN,449
2019-10-01,SNFServices,,Payer W,1535
2019-10-01,SNFServices,infusion,Payer F,1638
2019-10-01,SNFServices,,Payer CA,3893
2019-10-01,SNFServices,,Payer F,10079
2019-10-01,SNFServices,,Payer O,469
2019-10-01,SNFServices,,Payer UN,854
2019-10-01,SNFServices,infectious,Payer W,2775
2019-10-01,SNFServices,infectious,Payer CA,4202
2019-10-01,SNFServices,infectious,Payer F,9800
2019-10-01,SNFServices,infectious,Payer O,2944
2019-10-01,SNFServices,,Payer S,233
2019-10-01,SNFServices,,Payer F,1411
2019-10-01,SNFServices,,Payer CA,3943
2019-10-01,SNFServices,,Payer CA,10863
2019-10-01,SNFServices,,Payer CO,2579
2019-10-01,SNFServices,,Payer F,18699
2019-10-01,SNFServices,,Payer UN,1343
2019-10-01,SNFServices,,Payer F,3196
2019-10-01,SNFServices,interventional cardiology,Payer O,352
2019-10-01,SNFServices,laboratory,Payer UN,571
2019-10-01,SNFServices,,Payer CA,659
2019-10-01,SNFServices,,Payer B,782
2019-10-01,SNFServices,,Payer CA,71152
2019-10-01,SNFServices,diagnostic,Payer CO,3061
2019-10-01,SNFServices,neurology,Payer F,139477
2019-10-01,SNFServices,neurology,Payer O,19796
2019-10-01,SNFServices,neurology,Payer S,4355
2019-10-01,SNFServices,neurology,Payer UN,5802
2019-10-01,SNFServices,neurology,Payer W,6678
2019-10-01,SNFServices,nurse,Payer F,305
2019-10-01,SNFServices,nurse,Payer CA,0
2019-10-01,SNFServices,nurse,Payer H,52969
2019-10-01,SNFServices,nurse,Payer O,10252
2019-10-01,SNFServices,obstetrics gynecology,Payer W,103
2019-10-01,SNFServices,osteopath,Payer CA,129
2019-10-01,SNFServices,,Payer CA,1223
2019-10-01,SNFServices,pathology,Payer F,7745
2019-10-01,SNFServices,rehab physical,Payer CA,354
2019-10-01,SNFServices,rehab physical,Payer F,690
2019-10-01,SNFServices,rehab physical,Payer O,2361
2019-10-01,SNFServices,physical,Payer CA,4671
2019-10-01,SNFServices,pediatric,Payer CO,640
2019-10-01,SNFServices,pediatric,Payer UN,1373
2019-10-01,SNFServices,pediatric,Payer H,17532
2019-10-01,SNFServices,psychiatry,Payer W,300
2019-10-01,SNFServices,psychology,Payer H,7431
2019-10-01,SNFServices,,Payer F,1597
2019-10-01,SNFServices,radiology,Payer CA,0
2019-10-01,SNFServices,radiology,Payer F,16818
2019-10-01,SNFServices,radiology,Payer O,6469
2019-10-01,SNFServices,radiology,Payer CA,8109
2019-10-01,SNFServices,,Payer CA,450
2019-10-01,SNFServices,nurse,Payer CA,423
2019-10-01,SNFServices,nurse,Payer CO,499
2019-10-01,SNFServices,nurse,Payer F,4691
2019-10-01,SNFServices,nurse,Payer CA,587
2019-10-01,SNFServices,nurse,Payer W,442
2019-10-01,SNFServices,nurse,Payer CO,618
2019-10-01,SNFServices,nurse,Payer CA,145
2019-10-01,SNFServices,,Payer F,174
2019-10-01,SNFServices,,Payer UN,80
2019-10-01,SNFServices,urology,Payer S,103
2019-10-01,SNFServices,,Payer CA,3909
2019-10-01,SNFServices,anesthesiology,Payer H,694253
2019-10-01,SNFServices,cardiology,Payer B,22629
2019-10-01,SNFServices,chiropractic,Payer CA,1017798
2019-10-01,SNFServices,surgery,Payer CO,52920
2019-10-01,SNFServices,,Payer S,118898
2019-10-01,SNFServices,dermatology,Payer UN,52586
2019-10-01,SNFServices,dermatopathology,Payer W,172251
2019-10-01,SNFServices,emergency,Payer F,3552772
2019-10-01,SNFServices,endocrinology,Payer O,415627
2019-10-01,SNFServices,,Payer F,1236
2019-10-01,SpecialistFFS,family,Payer UN,354
2019-10-01,SpecialistFFS,gastroenterology,Payer UN,883
2019-10-01,SpecialistFFS,,Payer UN,175860
2019-10-01,SpecialistFFS,surgery,Payer UN,8182
2019-10-01,SpecialistFFS,,Payer UN,1188
2019-10-01,SpecialistFFS,gynecology,Payer UN,1361
2019-10-01,SpecialistFFS,,Payer UN,80343
2019-10-01,SpecialistFFS,infectious,Payer UN,13390
2019-10-01,SpecialistFFS,,Payer UN,2382
2019-10-01,SpecialistFFS,laboratory,Payer UN,2302
2019-10-01,SpecialistFFS,neurology,Payer UN,7041
2019-10-01,SpecialistFFS,neurology,Payer UN,73125
2019-10-01,SpecialistFFS,neurosurgery,Payer UN,8633
2019-10-01,SpecialistFFS,nuclear,Payer UN,6753
2019-10-01,SpecialistFFS,nurse,Payer UN,9124
2019-10-01,SpecialistFFS,nurse,Payer UN,5115
2019-10-01,SpecialistFFS,obstetrics gynecology,Payer UN,1890
2019-10-01,SpecialistFFS,oncology hematology,Payer UL,0
2019-10-01,SpecialistFFS,ophthalmology,Payer UN,1871
2019-10-01,SpecialistFFS,optometry,Payer UN,173481
2019-10-01,SpecialistFFS,surgery orthopedic,Payer UN,679
2019-10-01,SpecialistFFS,,Payer UN,4167
2019-10-01,SpecialistFFS,pathology,Payer UN,11433
2019-10-01,SpecialistFFS,pediatric,Payer UN,3210
2019-10-01,SpecialistFFS,therapy physical,Payer UN,558
2019-10-01,SpecialistFFS,physical,Payer UL,65
2019-10-01,SpecialistFFS,physical,Payer UN,3889
2019-10-01,SpecialistFFS,immunology,Payer UN,6189
2019-10-01,SpecialistFFS,cardiology,Payer UN,447472
2019-10-01,SpecialistFFS,,Payer UN,312368
2019-10-01,SpecialistFFS,radiology,Payer UN,20054
2019-10-01,SpecialistFFS,,Payer UN,23450
2019-10-01,SpecialistFFS,,Payer UN,21756
2019-10-01,SpecialistFFS,,Payer UN,14821
2019-10-01,SpecialistFFS,,Payer UN,14986
2019-10-01,SpecialistFFS,oncology,Payer UN,32907
2019-10-01,SpecialistFFS,gynecology,Payer UL,359
2019-10-01,SpecialistFFS,,Payer UN,23636
2019-10-01,SpecialistFFS,rehab,Payer UL,0
2019-10-01,SpecialistFFS,,Payer UL,1035
2019-10-01,SpecialistFFS,pediatric,Payer UL,1995
2019-10-01,SpecialistFFS,psychiatry,Payer UL,2168
2019-10-01,SpecialistFFS,pulmonology,Payer UL,0
2019-10-01,SpecialistFFS,radiology,Payer UL,1791
2019-10-01,SpecialistFFS,radiology diagnostic,Payer UL,1463
2019-10-01,SpecialistFFS,radiology oncology,Payer UL,240
2019-10-01,SpecialistFFS,rheumatology,Payer UL,3225
2019-10-01,SpecialistFFS,,Payer UL,335
2019-10-01,SpecialistFFS,therapy,Payer UL,273
2019-10-01,SpecialistFFS,surgery plastic,Payer UL,0
2019-10-01,SpecialistFFS,surgery thoracic,Payer UL,1670
2019-10-01,SpecialistFFS,surgery vascular,Payer UN,13689
2019-10-01,SpecialistFFS,,Payer UL,542
2019-10-01,SpecialistFFS,urology,Payer UN,7976
2019-10-01,SpecialistFFS,,Payer UN,22784
2019-10-01,SpecialistFFS,,Payer UN,965
2019-10-01,SpecialistFFS,,Payer UN,34086
2019-10-01,SpecialistFFS,nurse,Payer UN,11456
2019-10-01,SpecialistFFS,,Payer UN,1085
2019-10-01,SpecialistFFS,allergy immunology,Payer UN,69
2019-10-01,SpecialistFFS,allergy immunology,Payer UN,224
2019-10-01,SpecialistFFS,allergy immunology,Payer UN,299
2019-10-01,SpecialistFFS,allergy immunology,Payer UN,1052
2019-10-01,SpecialistFFS,allergy immunology,Payer UN,640
2019-10-01,SpecialistFFS,ambulatory surgery,Payer UN,42427
2019-10-01,SpecialistsFFS,anatomic pathology,Payer S,24609
2019-10-01,SpecialistsFFS,anatomic pathology,Payer W,0
2019-10-01,SpecialistsFFS,anesthesiology,Payer W,304
2019-10-01,SpecialistsFFS,anesthesiology,Payer B,908
2019-10-01,SpecialistsFFS,anesthesiology,Payer CA,103383
2019-10-01,SpecialistsFFS,anesthesiology,Payer F,14513
2019-10-01,SpecialistsFFS,anesthesiology,Payer O,9408
2019-10-01,SpecialistsFFS,anesthesiology,Payer CA,21426
2019-10-01,SpecialistsFFS,,Payer CO,241
2019-10-01,SpecialistsFFS,,Payer W,4237
2019-10-01,SpecialistsFFS,,Payer CA,0
2019-10-01,SpecialistsFFS,,Payer F,14608
2019-10-01,SpecialistsFFS,cardiology electrophysiology,Payer O,5214
2019-10-01,SpecialistsFFS,,Payer H,87004
2019-10-01,SpecialistsFFS,electrophysiology,Payer CA,29252
2019-10-01,SpecialistsFFS,electrophysiology,Payer CO,1965
2019-10-01,SpecialistsFFS,electrophysiology,Payer F,27676
2019-10-01,SpecialistsFFS,cardiology,Payer O,2835
2019-10-01,SpecialistsFFS,cardiology,Payer W,8229
2019-10-01,SpecialistsFFS,cardiology,Payer CA,15016
2019-10-01,SpecialistsFFS,cardiology,Payer F,1850
2019-10-01,SpecialistsFFS,cardiology,Payer W,0
2019-10-01,SpecialistsFFS,cardiology,Payer CA,916
2019-10-01,SpecialistsFFS,,Payer CA,8844
2019-10-01,SpecialistsFFS,cardiothoracic,Payer CO,195
2019-10-01,SpecialistsFFS,cardiothoracic surgery,Payer F,46632
2019-10-01,SpecialistsFFS,cardiothoracic surgery,Payer O,11157
2019-10-01,SpecialistsFFS,cardiovascular,Payer W,4063
2019-10-01,SpecialistsFFS,surgery cardiovascular,Payer CA,355607
2019-10-01,SpecialistsFFS,surgery cardiovascular,Payer CO,12485
2019-10-01,SpecialistsFFS,,Payer F,1484380
2019-10-01,SpecialistsFFS,,Payer O,449677
2019-10-01,SpecialistsFFS,,Payer S,10269
2019-10-01,SpecialistsFFS,chiropractic,Payer W,154220
2019-10-01,SpecialistsFFS,chiropractic,Payer B,8808
2019-10-01,SpecialistsFFS,chiropractic,Payer CA,0
2019-10-01,SpecialistsFFS,chiropractic,Payer F,11492
2019-10-01,SpecialistsFFS,,Payer O,4266
2019-10-01,SpecialistsFFS,,Payer S,17012
2019-10-01,SpecialistsFFS,colon surgery rectal,Payer CA,285811
2019-10-01,SpecialistsFFS,colon surgery rectal,Payer CO,51063
2019-10-01,SpecialistsFFS,colorectal surgery,Payer CA,0
2019-10-01,SpecialistsFFS,colorectal surgery,Payer CO,186671
2019-10-01,SpecialistsFFS,mental,Payer W,4170
2019-10-01,SpecialistsFFS,,Payer B,0
2019-10-01,SpecialistsFFS,critical,Payer CA,5723
2019-10-01,SpecialistsFFS,critical,Payer CO,2381
2019-10-01,SpecialistsFFS,critical,Payer W,401
2019-10-01,SpecialistsFFS,,Payer H,9672
2019-10-01,SpecialistsFFS,,Payer W,125
2019-10-01,SpecialistsFFS,,Payer CA,2295
2019-10-01,SpecialistsFFS,dermatology,Payer W,4959
2019-10-01,SpecialistsFFS,dermatology,Payer F,8666
2019-10-01,SpecialistsFFS,dermatology,Payer O,3229
2019-10-01,SpecialistsFFS,dermatology,Payer W,16640
2019-10-01,SpecialistsFFS,dermatology,Payer W,231
2019-10-01,SpecialistsFFS,dermatology,Payer F,4165
2019-10-01,SpecialistsFFS,dermatology,Payer O,763
2019-10-01,SpecialistsFFS,surgery dermatology,Payer W,529
2019-10-01,SpecialistsFFS,dermatopathology,Payer W,1243
2019-10-01,SpecialistsFFS,dermatopathology,Payer F,608
2019-10-01,SpecialistsFFS,diagnostic,Payer CA,0
2019-10-01,SpecialistsFFS,diagnostic,Payer B,26151
2019-10-01,SpecialistsFFS,diagnostic radiology,Payer CA,96644
2019-10-01,SpecialistsFFS,diagnostic radiology,Payer CO,47825
2019-10-01,SpecialistsFFS,diagnostic radiology,Payer F,1152679
2019-10-01,SpecialistsFFS,diagnostic radiology,Payer O,165340
2019-10-01,SpecialistsFFS,diagnostic radiology,Payer S,13846
2019-10-01,SpecialistsFFS,diagnostic,Payer W,61448
2019-10-01,SpecialistsFFS,,Payer CA,600
2019-10-01,SpecialistsFFS,,Payer F,83644
2019-10-01,SpecialistsFFS,,Payer O,10957
2019-10-01,SpecialistsFFS,endocrinology,Payer H,268182
2019-10-01,SpecialistsFFS,endocrinology,Payer W,111798
2019-10-01,SpecialistsFFS,endocrinology,Payer CA,713863
2019-10-01,SpecialistsFFS,endocrinology,Payer CO,80590
2019-10-01,SpecialistsFFS,endocrinology,Payer F,1535
2019-10-01,SpecialistsFFS,,Payer O,87
2019-10-01,SpecialistsFFS,,Payer S,18658
2019-10-01,SpecialistsFFS,,Payer S,1245
2019-10-01,SpecialistsFFS,,Payer F,2550
2019-10-01,SpecialistsFFS,family,Payer CA,932
2019-10-01,SpecialistsFFS,family nurse,Payer CA,703
2019-10-01,SpecialistsFFS,family,Payer CA,25983
2019-10-01,SpecialistsFFS,family,Payer CO,6180
2019-10-01,SpecialistsFFS,family,Payer F,61522
2019-10-01,SpecialistsFFS,family,Payer O,24991
2019-10-01,SpecialistsFFS,family,Payer W,6470
2019-10-01,SpecialistsFFS,family,Payer CA,57774
2019-10-01,SpecialistsFFS,,Payer F,226535
2019-10-01,SpecialistsFFS,gastroenterology,Payer O,105515
2019-10-01,SpecialistsFFS,gastroenterology,Payer W,9389
2019-10-01,SpecialistsFFS,gastroenterology,Payer S,2915
2019-10-01,SpecialistsFFS,gastroenterology,Payer CA,1072
2019-10-01,SpecialistsFFS,gastroenterology,Payer B,0
2019-10-01,SpecialistsFFS,gastroenterology,Payer CA,1971
2019-10-01,SpecialistsFFS,gastroenterology,Payer CO,391
2019-10-01,SpecialistsFFS,,Payer F,29504
2019-10-01,SpecialistsFFS,,Payer O,2217
2019-10-01,SpecialistsFFS,,Payer W,19052
2019-10-01,SpecialistsFFS,,Payer W,4241
2019-10-01,SpecialistsFFS,,Payer B,1439
2019-10-01,SpecialistsFFS,,Payer CA,112444
2019-10-01,SpecialistsFFS,,Payer CO,9046
2019-10-01,SpecialistsFFS,surgery,Payer F,449626
2019-10-01,SpecialistsFFS,surgery,Payer O,44506
2019-10-01,SpecialistsFFS,surgery,Payer S,5541
2019-10-01,SpecialistsFFS,surgery,Payer W,32515
2019-10-01,SpecialistsFFS,surgery,Payer W,478
2019-10-01,SpecialistsFFS,surgery,Payer B,500
2019-10-01,SpecialistsFFS,,Payer CA,0
2019-10-01,SpecialistsFFS,,Payer F,2203
2019-10-01,SpecialistsFFS,,Payer O,1039
2019-10-01,SpecialistsFFS,oncology gynecology,Payer S,562
2019-10-01,SpecialistsFFS,oncology gynecology,Payer W,3105
2019-10-01,SpecialistsFFS,gynecology,Payer B,226
2019-10-01,SpecialistsFFS,gynecology,Payer CA,420676
2019-10-01,SpecialistsFFS,gynecology,Payer CO,22994
2019-10-01,SpecialistsFFS,gynecology,Payer F,84959
2019-10-01,SpecialistsFFS,obstetrics gynecology,Payer O,35071
2019-10-01,SpecialistsFFS,gynecology,Payer W,20142
2019-10-01,SpecialistsFFS,surgery,Payer F,873
2019-10-01,SpecialistsFFS,surgery,Payer W,350
2019-10-01,SpecialistsFFS,surgery,Payer CO,1332
2019-10-01,SpecialistsFFS,surgery,Payer F,7291
2019-10-01,SpecialistsFFS,surgery,Payer W,1597
2019-10-01,SpecialistsFFS,,Payer B,2771
2019-10-01,SpecialistsFFS,hematology,Payer CA,2625
2019-10-01,SpecialistsFFS,hematology,Payer F,103249
2019-10-01,SpecialistsFFS,hematology,Payer O,1417
2019-10-01,SpecialistsFFS,hematology,Payer S,578
2019-10-01,SpecialistsFFS,hematology,Payer W,1062
2019-10-01,SpecialistsFFS,oncology hematology,Payer CA,0
2019-10-01,SpecialistsFFS,,Payer CO,718
2019-10-01,SpecialistsFFS,,Payer F,57577
2019-10-01,SpecialistsFFS,,Payer O,441
2019-10-01,SpecialistsFFS,,Payer W,923
2019-10-01,SpecialistsFFS,,Payer CA,0
2019-10-01,SpecialistsFFS,,Payer CO,13602
2019-10-01,SpecialistsFFS,,Payer F,10342
2019-10-01,SpecialistsFFS,palliative,Payer O,4466
2019-10-01,SpecialistsFFS,,Payer S,1852
2019-10-01,SpecialistsFFS,,Payer W,3515
2019-10-01,SpecialistsFFS,,Payer S,9383
2019-10-01,SpecialistsFFS,diagnostic,Payer B,22028
2019-10-01,SpecialistsFFS,diagnostic,Payer CA,590318
2019-10-01,SpecialistsFFS,laboratory,Payer CO,94170
2019-10-01,SpecialistsFFS,laboratory,Payer F,5540449
2019-10-01,SpecialistsFFS,laboratory,Payer O,1031598
2019-10-01,SpecialistsFFS,infectious,Payer W,849950
2019-10-01,SpecialistsFFS,infectious,Payer CO,530
2019-10-01,SpecialistsFFS,infectious,Payer F,831
2019-10-01,SpecialistsFFS,infectious,Payer F,669
2019-10-01,SpecialistsFFS,infectious,Payer W,420
2019-10-01,SpecialistsFFS,infectious,Payer S,755
2019-10-01,SpecialistsFFS,infusion,Payer F,44090
2019-10-01,SpecialistsFFS,infusion,Payer O,605
2019-10-01,SpecialistsFFS,,Payer F,63353
2019-10-01,SpecialistsFFS,,Payer H,1664
2019-10-01,SpecialistsFFS,,Payer O,18632
2019-10-01,SpecialistsFFS,,Payer F,155467
2019-10-01,SpecialistsFFS,,Payer O,9062
2019-10-01,SpecialistsFFS,,Payer B,391
2019-10-01,SpecialistsFFS,,Payer CA,36765
2019-10-01,SpecialistsFFS,interventional cardiology,Payer CO,25995
2019-10-01,SpecialistsFFS,interventional cardiology,Payer W,7883
2019-10-01,SpecialistsFFS,interventional cardiology,Payer F,155051
2019-10-01,SpecialistsFFS,interventional cardiology,Payer O,250102
2019-10-01,SpecialistsFFS,interventional cardiology,Payer B,107532
2019-10-01,SpecialistsFFS,radiology interventional,Payer CA,2318
2019-10-01,SpecialistsFFS,radiology interventional,Payer CO,7547
2019-10-01,SpecialistsFFS,radiology interventional,Payer F,46736
2019-10-01,SpecialistsFFS,laboratory,Payer O,10994
2019-10-01,SpecialistsFFS,laboratory,Payer S,2632
2019-10-01,SpecialistsFFS,laboratory,Payer W,21307
2019-10-01,SpecialistsFFS,,Payer CA,153816
2019-10-01,SpecialistsFFS,,Payer F,1188346
2019-10-01,SpecialistsFFS,,Payer O,138985
2019-10-01,SpecialistsFFS,surgery,Payer S,3126
2019-10-01,SpecialistsFFS,,Payer W,21327
2019-10-01,SpecialistsFFS,,Payer CA,1153
2019-10-01,SpecialistsFFS,oncology,Payer F,71500
2019-10-01,SpecialistsFFS,,Payer O,33096
2019-10-01,SpecialistsFFS,,Payer CA,13045
2019-10-01,SpecialistsFFS,,Payer CO,323
2019-10-01,SpecialistsFFS,,Payer W,3628
2019-10-01,SpecialistsFFS,,Payer B,1473
2019-10-01,SpecialistsFFS,neurology,Payer W,964
2019-10-01,SpecialistsFFS,neurology,Payer F,424
2019-10-01,SpecialistsFFS,neurology,Payer CA,0
2019-10-01,SpecialistsFFS,neurology,Payer W,7337
2019-10-01,SpecialistsFFS,neurology,Payer H,1990073
2019-10-01,SpecialistsFFS,neurology,Payer S,50210
2019-10-01,SpecialistsFFS,neurology,Payer F,24665
2019-10-01,SpecialistsFFS,,Payer O,4575
2019-10-01,SpecialistsFFS,psychiatry,Payer CA,3904
2019-10-01,SpecialistsFFS,surgery neurology,Payer CA,0
2019-10-01,SpecialistsFFS,surgery neurology,Payer W,1798
2019-10-01,SpecialistsFFS,neurology,Payer B,1583
2019-10-01,SpecialistsFFS,neurology,Payer CA,45255
2019-10-01,SpecialistsFFS,neurology,Payer CO,5981
2019-10-01,SpecialistsFFS,neurology,Payer F,302649
2019-10-01,SpecialistsFFS,neurology,Payer O,70386
2019-10-01,SpecialistsFFS,neurology,Payer S,2484
2019-10-01,SpecialistsFFS,neurology,Payer W,31492
2019-10-01,SpecialistsFFS,neuroradiology,Payer W,1731
2019-10-01,SpecialistsFFS,neuroradiology,Payer W,0
2019-10-01,SpecialistsFFS,neuroradiology,Payer CA,28721
2019-10-01,SpecialistsFFS,neurosurgery,Payer S,2092
2019-10-01,SpecialistsFFS,neurosurgery,Payer B,2955
2019-10-01,SpecialistsFFS,,Payer CA,68725
2019-10-01,SpecialistsFFS,,Payer CO,15428
2019-10-01,SpecialistsFFS,,Payer F,212318
2019-10-01,SpecialistsFFS,nuclear,Payer O,38871
2019-10-01,SpecialistsFFS,nuclear,Payer S,5040
2019-10-01,SpecialistsFFS,,Payer W,13909
2019-10-01,SpecialistsFFS,nurse,Payer F,2801
2019-10-01,SpecialistsFFS,nurse,Payer O,943
2019-10-01,SpecialistsFFS,nurse,Payer S,186
2019-10-01,SpecialistsFFS,nurse,Payer F,20293
2019-10-01,SpecialistsFFS,,Payer O,28337
2019-10-01,SpecialistsFFS,,Payer F,1172
2019-10-01,SpecialistsFFS,obstetrics gynecology,Payer W,3473
2019-10-01,SpecialistsFFS,obstetrics gynecology,Payer W,353
2019-10-01,SpecialistsFFS,obstetrics gynecology,Payer F,18132
2019-10-01,SpecialistsFFS,obstetrics gynecology,Payer O,0
2019-10-01,SpecialistsFFS,obstetrics gynecology,Payer W,2317
2019-10-01,SpecialistsFFS,obstetrics gynecology,Payer H,53
2019-10-01,SpecialistsFFS,occupational,Payer CA,2489
2019-10-01,SpecialistsFFS,therapy occupational,Payer CO,2005
2019-10-01,SpecialistsFFS,therapy occupational,Payer H,29955
2019-10-01,SpecialistsFFS,therapy occupational,Payer B,687
2019-10-01,SpecialistsFFS,oncology,Payer W,819
2019-10-01,SpecialistsFFS,oncology,Payer CA,79915
2019-10-01,SpecialistsFFS,oncology,Payer CO,2429
2019-10-01,SpecialistsFFS,oncology,Payer F,67449
2019-10-01,SpecialistsFFS,oncology,Payer O,10920
2019-10-01,SpecialistsFFS,oncology,Payer W,11302
2019-10-01,SpecialistsFFS,ophthalmology,Payer S,446
2019-10-01,SpecialistsFFS,ophthalmology,Payer O,357
2019-10-01,SpecialistsFFS,ophthalmology,Payer CA,79640
2019-10-01,SpecialistsFFS,ophthalmology,Payer F,18279
2019-10-01,SpecialistsFFS,ophthalmology,Payer O,4531
2019-10-01,SpecialistsFFS,,Payer B,195
2019-10-01,SpecialistsFFS,,Payer CA,81954
2019-10-01,SpecialistsFFS,optometry,Payer CO,54239
2019-10-01,SpecialistsFFS,optometry,Payer F,1116996
2019-10-01,SpecialistsFFS,optometry,Payer O,303602
2019-10-01,SpecialistsFFS,surgery,Payer W,121607
2019-10-01,SpecialistsFFS,surgery,Payer CA,89121
2019-10-01,SpecialistsFFS,surgery,Payer CO,18948
2019-10-01,SpecialistsFFS,orthopedic,Payer F,727
2019-10-01,SpecialistsFFS,surgery orthopedic,Payer S,0
2019-10-01,SpecialistsFFS,surgery orthopedic,Payer W,823
2019-10-01,SpecialistsFFS,surgery orthopedic,Payer B,12626
2019-10-01,SpecialistsFFS,surgery orthopedic,Payer H,15767
2019-10-01,SpecialistsFFS,surgery orthopedic,Payer B,1952
2019-10-01,SpecialistsFFS,surgery orthopedic,Payer CA,420
2019-10-01,SpecialistsFFS,osteopath,Payer CO,520
2019-10-01,SpecialistsFFS,,Payer F,316
2019-10-01,SpecialistsFFS,,Payer S,11127
2019-10-01,SpecialistsFFS,otolaryngology,Payer B,421
2019-10-01,SpecialistsFFS,otolaryngology,Payer CA,3338
2019-10-01,SpecialistsFFS,otolaryngology surgery plastic,Payer B,5525
2019-10-01,SpecialistsFFS,,Payer CA,95274
2019-10-01,SpecialistsFFS,,Payer CO,10411
2019-10-01,SpecialistsFFS,,Payer F,657501
2019-10-01,SpecialistsFFS,,Payer O,130319
2019-10-01,SpecialistsFFS,,Payer W,31052
2019-10-01,SpecialistsFFS,,Payer H,265000
2019-10-01,SpecialistsFFS,,Payer CA,5423
2019-10-01,SpecialistsFFS,,Payer H,341
2019-10-01,SpecialistsFFS,pathology,Payer CO,12917
2019-10-01,SpecialistsFFS,pathology,Payer S,3820
2019-10-01,SpecialistsFFS,pathology,Payer F,838
2019-10-01,SpecialistsFFS,pathology,Payer B,2940
2019-10-01,SpecialistsFFS,pathology,Payer B,709
2019-10-01,SpecialistsFFS,pathology,Payer CA,379604
2019-10-01,SpecialistsFFS,pediatric neurology,Payer CO,10232
2019-10-01,SpecialistsFFS,psychiatry pediatric,Payer F,530987
2019-10-01,SpecialistsFFS,,Payer O,109448
2019-10-01,SpecialistsFFS,pediatric,Payer W,75901
2019-10-01,SpecialistsFFS,,Payer S,48697
2019-10-01,SpecialistsFFS,rehab physical,Payer B,5494
2019-10-01,SpecialistsFFS,rehab physical,Payer CA,50761
2019-10-01,SpecialistsFFS,rehab physical,Payer CO,16332
2019-10-01,SpecialistsFFS,rehab physical,Payer F,358872
2019-10-01,SpecialistsFFS,rehab physical,Payer O,54017
2019-10-01,SpecialistsFFS,rehab physical,Payer W,18838
2019-10-01,SpecialistsFFS,rehab physical,Payer CA,2572
2019-10-01,SpecialistsFFS,therapy physical,Payer B,300
2019-10-01,SpecialistsFFS,therapy physical,Payer B,919
2019-10-01,SpecialistsFFS,therapy physical,Payer F,11618
2019-10-01,SpecialistsFFS,therapy physical,Payer CO,10624
2019-10-01,SpecialistsFFS,therapy physical,Payer F,513605
2019-10-01,SpecialistsFFS,therapy physical,Payer O,35439
2019-10-01,SpecialistsFFS,physical,Payer CA,23665
2019-10-01,SpecialistsFFS,physical,Payer CO,6498
2019-10-01,SpecialistsFFS,physical,Payer W,25304
2019-10-01,SpecialistsFFS,physical,Payer S,3111
2019-10-01,SpecialistsFFS,physical,Payer B,2012
2019-10-01,SpecialistsFFS,physical,Payer F,206383
2019-10-01,SpecialistsFFS,physical,Payer H,254713
2019-10-01,SpecialistsFFS,laboratory,Payer O,100828
2019-10-01,SpecialistsFFS,surgery plastic,Payer CA,75522
2019-10-01,SpecialistsFFS,surgery plastic,Payer CO,14992
2019-10-01,SpecialistsFFS,surgery plastic,Payer W,11627
2019-10-01,SpecialistsFFS,surgery plastic,Payer B,421
2019-10-01,SpecialistsFFS,surgery plastic,Payer CO,3445
2019-10-01,SpecialistsFFS,surgery plastic,Payer H,74752
2019-10-01,SpecialistsFFS,pediatric,Payer S,1058
2019-10-01,SpecialistsFFS,pediatric,Payer W,639
2019-10-01,SpecialistsFFS,pediatric,Payer F,1107
2019-10-01,SpecialistsFFS,pediatric,Payer CA,37411
2019-10-01,SpecialistsFFS,pediatric,Payer W,1673
2019-10-01,SpecialistsFFS,pediatric,Payer B,666
2019-10-01,SpecialistsFFS,pediatric,Payer CA,4255
2019-10-01,SpecialistsFFS,orthotics,Payer CO,2034
2019-10-01,SpecialistsFFS,,Payer F,112833
